Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
201508,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,10131,False,8498.0
201611,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10131,False,8498.0
201202,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10131,False,8498.0
201411,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,10130,False,8500.0
201410,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,10127,False,8501.0
201512,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10126,False,8502.0
201712,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,10122,False,8504.0
200510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10122,False,8504.0
201508,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10122,False,8504.0
201305,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10119,False,8506.0
201604,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,10116,False,8508.5
201711,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10116,False,8508.5
200808,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10116,False,8508.5
200806,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,10116,False,8508.5
201511,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,10115,False,8511.5
201311,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10115,False,8511.5
200610,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,10114,False,8513.0
201010,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10112,False,8514.5
201709,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,10112,True,8514.5
201012,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10108,False,8516.5
200805,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10108,False,8516.5
201505,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10104,False,8518.0
201005,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10103,False,8519.5
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10103,False,8519.5
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,10102,False,8521.0
201803,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,10099,False,8522.5
201101,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,10099,False,8522.5
200511,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10097,False,8524.0
200901,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,10096,True,8525.0
200710,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10095,False,8526.0
201502,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10094,False,8528.0
201111,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,10094,False,8528.0
200707,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10094,False,8528.0
200912,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10092,False,8531.0
201204,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10092,False,8531.0
201801,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,10092,False,8531.0
200808,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10089,False,8533.0
200811,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10088,False,8534.0
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,10087,False,8535.0
201103,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,10086,True,8536.5
201704,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,10086,False,8536.5
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,10085,False,8539.0
201501,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10085,True,8539.0
201210,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10085,False,8539.0
201708,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,10081,False,8541.0
201011,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,10078,True,8542.0
200809,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10075,False,8543.0
200708,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,10072,False,8545.0
201412,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10072,False,8545.0
200706,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,10072,False,8545.0
201803,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10071,False,8547.0
201208,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,10066,False,8548.0
201509,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10065,False,8549.5
201306,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10065,False,8549.5
200809,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10063,False,8551.0
201606,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,10062,False,8552.0
201006,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,10060,False,8553.5
200812,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,10060,False,8553.5
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,10059,False,8555.0
201709,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,10058,False,8556.0
