Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
200709,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,41553,False,3126.0
201212,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,41541,False,3127.0
201709,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,41515,False,3128.0
201307,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,41461,True,3129.0
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,41440,False,3130.0
201308,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,41419,False,3131.0
200911,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,41411,False,3132.0
201406,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,41364,False,3133.0
200903,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,41351,False,3134.0
200805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,41339,False,3135.0
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,41337,False,3136.0
201405,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,41263,True,3137.0
201109,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,41247,False,3138.0
201211,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,41245,False,3139.0
200809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,41235,False,3140.0
200912,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,41165,False,3141.0
201609,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,41067,False,3142.0
200708,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,41025,False,3143.0
201410,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,41020,True,3144.0
200811,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,41001,False,3145.0
201209,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,40960,False,3146.0
201505,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,40916,True,3147.0
201208,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,40881,False,3148.0
201505,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,40837,False,3149.0
200607,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40832,False,3150.0
201706,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,40788,False,3151.0
200608,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40734,False,3152.0
200508,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,40712,False,3153.0
200802,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,40682,False,3154.5
200811,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,40682,False,3154.5
201311,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,40669,False,3156.0
200902,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,40608,False,3157.0
201301,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,40582,False,3158.0
200702,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,40568,False,3159.5
200602,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,40568,False,3159.5
201406,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,40566,True,3161.0
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,40524,False,3162.0
201610,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,40523,False,3163.0
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,40510,False,3164.0
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,40497,False,3165.0
200703,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40461,False,3166.0
200508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,40431,False,3167.0
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,40419,False,3168.0
201002,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,40392,False,3169.0
200707,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,40339,False,3170.5
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,40339,False,3170.5
200508,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40322,False,3172.0
201405,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,40320,True,3173.0
201405,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,40309,False,3174.0
200707,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,40270,False,3175.0
201607,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,40264,False,3176.0
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,40256,False,3177.0
200601,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,40247,False,3178.0
201105,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,40174,False,3179.0
201208,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,40069,False,3180.0
201605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,40047,False,3181.0
201107,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,40041,False,3182.0
201710,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,40004,False,3183.0
201709,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,39979,False,3184.0
201408,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,39903,True,3185.0
200802,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,39898,False,3186.0
200712,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39891,False,3187.0
201503,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,39867,True,3188.0
200902,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,39824,False,3189.0
201503,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,39820,True,3190.0
201007,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,39810,False,3191.0
201008,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,39800,False,3192.0
200708,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39798,False,3193.0
200702,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,39790,False,3194.0
200711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39741,False,3195.0
200802,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,39704,False,3196.0
200607,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39649,False,3197.0
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,39624,False,3198.0
201410,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,39622,True,3199.0
201109,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,39613,False,3200.0
200508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39595,False,3201.0
201408,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,39564,False,3202.0
200708,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,39554,False,3203.0
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,39540,False,3204.0
200901,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,39533,False,3205.0
200812,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39490,False,3206.0
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,39407,False,3207.0
201707,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,39380,False,3208.0
200507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39379,False,3209.5
200601,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,39379,False,3209.5
200612,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,39362,False,3211.0
200811,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,39326,False,3212.0
201610,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,39319,False,3213.0
201006,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,39314,False,3214.0
201108,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,39311,False,3215.0
201008,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,39307,False,3216.0
201307,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39287,False,3217.0
201107,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,39277,False,3218.0
201705,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,39241,False,3219.0
200701,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,39234,False,3220.0
201204,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,39228,False,3221.0
200608,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39212,False,3222.0
200707,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39203,False,3223.0
200702,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39189,False,3224.0
200701,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,39156,False,3225.0
201206,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39134,False,3226.0
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,39118,False,3227.0
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,39105,False,3228.0
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39064,False,3229.0
200811,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,39050,False,3230.0
200809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39040,False,3231.0
201106,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,39035,False,3232.0
201005,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,39013,False,3233.0
200903,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38979,False,3234.0
200507,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,38951,False,3235.0
201108,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38950,False,3236.0
201803,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,38934,False,3237.0
201201,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38921,False,3238.0
200904,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38913,False,3239.0
200608,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,38890,False,3240.0
201510,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38888,False,3241.0
200712,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,38884,False,3242.0
200701,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,38855,False,3243.0
201010,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38787,False,3244.0
200510,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,38737,False,3245.0
200608,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38720,False,3246.0
200903,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38715,False,3247.0
201606,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38694,False,3248.0
200712,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,38691,False,3249.0
200703,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,38679,False,3250.0
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,38666,False,3251.0
201009,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38630,False,3252.0
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,38624,False,3253.0
201007,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,38619,False,3254.0
201002,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,38599,False,3255.0
201010,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,38555,False,3256.0
201005,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,38554,False,3257.0
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,38546,False,3258.0
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,38497,False,3259.0
201401,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38495,False,3260.0
201401,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,38491,False,3261.0
201006,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,38490,False,3262.0
200609,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,38447,False,3263.0
200802,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,38441,False,3264.0
201410,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38401,False,3265.0
201207,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38374,False,3266.0
201202,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38360,False,3267.0
200908,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38309,False,3268.0
201206,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38298,False,3269.0
200612,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38293,False,3270.0
201710,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,38263,False,3271.0
200601,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,38256,False,3272.0
201710,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38231,False,3273.0
201008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38226,False,3274.0
200606,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38216,False,3275.0
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,38186,False,3276.0
201207,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38178,False,3277.0
201306,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38177,False,3278.0
201311,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,38166,False,3279.0
201201,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,38137,False,3280.0
200605,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,38116,False,3281.5
200610,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,38116,False,3281.5
201007,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38097,False,3283.0
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38033,False,3284.0
200812,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,38027,False,3285.0
201108,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,37972,False,3286.0
200606,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37966,False,3287.0
201504,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,37954,True,3288.0
201610,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,37920,False,3289.0
201406,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,37881,True,3290.0
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37868,False,3291.0
200507,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,37848,False,3292.0
201504,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,37814,True,3293.0
200710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37790,False,3294.0
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37775,False,3295.0
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,37762,False,3296.0
200607,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37746,False,3297.0
200803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37744,False,3298.0
201007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37714,False,3299.0
200510,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,37680,False,3300.0
200707,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,37677,False,3301.0
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,37628,False,3302.0
201202,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,37617,False,3303.0
200905,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37557,False,3304.0
200802,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,37526,False,3305.0
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,37518,False,3306.0
200901,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,37460,False,3307.0
200706,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,37446,False,3308.0
201610,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,37433,False,3309.0
201209,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37417,False,3310.0
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37366,False,3311.0
201401,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37358,False,3312.0
201211,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37356,False,3313.0
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,37344,False,3314.0
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,37340,False,3315.0
200605,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37332,False,3316.0
201307,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,37293,False,3317.0
201111,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,37223,False,3318.0
201403,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37219,False,3319.0
201008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37193,False,3320.0
201305,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37180,False,3321.0
201404,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37171,False,3322.0
200907,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37147,False,3323.0
201608,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,37143,False,3324.0
200804,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,37136,False,3325.0
201505,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,37103,False,3326.0
201007,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,37070,False,3327.0
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,37044,False,3328.0
201608,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36984,False,3329.0
200702,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,36979,False,3330.0
200702,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,36931,False,3331.0
200802,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36921,False,3332.0
201401,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36911,False,3333.0
201007,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36893,False,3334.0
201304,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36882,False,3335.0
200607,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,36847,False,3336.0
201310,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,36840,False,3337.0
200609,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,36824,False,3338.0
200711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36784,False,3339.0
201607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36749,False,3340.0
201408,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36745,False,3341.0
200604,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36724,False,3342.0
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,36717,False,3343.0
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36711,False,3344.0
201607,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,36661,False,3345.0
201605,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,36646,False,3346.0
200507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,36641,False,3347.0
200608,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36640,False,3348.0
200509,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,A,36632,False,3349.0
201107,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36599,False,3350.0
201108,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36580,False,3351.0
200602,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,36577,False,3352.0
201609,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,36571,False,3353.0
200604,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,36562,False,3354.0
201209,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36477,False,3355.0
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36466,False,3356.0
200908,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,36462,False,3357.0
200610,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,36461,False,3358.5
